Date,Day_of_Week,Is_Weekend,Season,Weather_Type,Special_Occasion,Holiday,Total_Customers,LPG_Usage_kg,Dosa_Sold,Idly_Sold,Vada_Sold,Puri_Sold
2024-01-24,Wednesday,0,Winter,Cold,Festival,1,619,13.62,122,148,66,283
2024-01-25,Thursday,0,Winter,Sunny,Local Event,0,282,6.1,105,88,44,45
2024-01-26,Friday,0,Winter,Sunny,No Occasion,0,370,10.44,184,91,14,81
2024-01-27,Saturday,1,Winter,Sunny,No Occasion,0,315,8.91,125,59,101,30
2024-01-28,Sunday,1,Winter,Sunny,No Occasion,0,428,12.4,122,93,81,132
2024-01-29,Monday,0,Winter,Sunny,No Occasion,0,367,10.58,117,75,84,91
2024-01-30,Tuesday,0,Winter,Rainy,No Occasion,0,253,5.28,69,77,46,61
2024-01-31,Wednesday,0,Winter,Cold,No Occasion,0,310,8.19,93,92,45,80
2024-02-01,Thursday,0,Winter,Sunny,No Occasion,0,414,10.46,68,130,69,147
2024-02-02,Friday,0,Winter,Foggy,No Occasion,0,249,5.96,138,54,9,48
2024-02-03,Saturday,1,Winter,Sunny,No Occasion,0,452,11.34,156,107,66,123
2024-02-04,Sunday,1,Winter,Cold,No Occasion,0,345,7.37,89,88,97,71
2024-02-05,Monday,0,Winter,Sunny,No Occasion,0,369,10.5,130,74,45,120
2024-02-06,Tuesday,0,Winter,Cold,No Occasion,0,302,8.66,116,77,30,79
2024-02-07,Wednesday,0,Winter,Sunny,Festival,1,670,15.9,183,140,123,224
2024-02-08,Thursday,0,Winter,Cold,No Occasion,0,292,6.92,97,102,11,82
2024-02-09,Friday,0,Winter,Cold,No Occasion,0,316,7.62,94,80,59,83
2024-02-10,Saturday,1,Winter,Cold,No Occasion,0,477,10.13,160,148,73,96
2024-02-11,Sunday,1,Winter,Sunny,Festival,1,719,18.03,159,109,232,219
2024-02-12,Monday,0,Winter,Foggy,No Occasion,0,308,7.78,94,47,60,107
2024-02-13,Tuesday,0,Winter,Sunny,No Occasion,0,315,6.51,114,41,45,115
2024-02-14,Wednesday,0,Winter,Cold,No Occasion,0,331,7.5,124,31,73,103
2024-02-15,Thursday,0,Winter,Foggy,Local Event,1,394,8.78,104,63,54,173
2024-02-16,Friday,0,Winter,Rainy,No Occasion,0,205,5.91,74,68,36,27
2024-02-17,Saturday,1,Winter,Cold,No Occasion,0,408,12.17,121,124,51,112
2024-02-18,Sunday,1,Winter,Cold,Local Event,0,382,7.99,128,68,71,115
2024-02-19,Monday,0,Winter,Cold,No Occasion,0,393,9.74,100,116,65,112
2024-02-20,Tuesday,0,Winter,Cold,No Occasion,0,236,5.55,58,41,57,80
2024-02-21,Wednesday,0,Winter,Cold,No Occasion,0,294,8.66,104,56,43,91
2024-02-22,Thursday,0,Winter,Cold,No Occasion,0,374,11.08,95,110,73,96
2024-02-23,Friday,0,Winter,Cold,No Occasion,0,237,5.84,65,50,20,102
2024-02-24,Saturday,1,Winter,Foggy,No Occasion,0,357,8.59,83,135,77,62
2024-02-25,Sunday,1,Winter,Cold,No Occasion,0,373,9.89,134,46,82,111
2024-02-26,Monday,0,Winter,Rainy,No Occasion,0,215,4.81,52,90,21,52
2024-02-27,Tuesday,0,Winter,Foggy,No Occasion,0,286,7.07,91,66,76,53
2024-02-28,Wednesday,0,Winter,Cold,No Occasion,0,202,5.54,59,59,13,71
2024-02-29,Thursday,0,Winter,Cold,No Occasion,0,268,7.59,75,34,55,104
2024-03-01,Friday,0,Summer,Cloudy,No Occasion,0,258,5.96,83,82,68,25
2024-03-02,Saturday,1,Summer,Sunny,No Occasion,0,403,10.72,156,155,55,37
2024-03-03,Sunday,1,Summer,Sunny,No Occasion,0,403,9.08,152,119,87,45
2024-03-04,Monday,0,Summer,Sunny,No Occasion,0,294,8.29,124,70,66,34
2024-03-05,Tuesday,0,Summer,Rainy,No Occasion,0,250,6.2,76,112,32,30
2024-03-06,Wednesday,0,Summer,Sunny,Festival,1,638,17.46,128,157,104,249
2024-03-07,Thursday,0,Summer,Sunny,No Occasion,0,289,6.57,99,92,26,72
2024-03-08,Friday,0,Summer,Sunny,No Occasion,0,253,7.51,112,65,63,13
2024-03-09,Saturday,1,Summer,Sunny,No Occasion,0,404,10.73,150,81,79,94
2024-03-10,Sunday,1,Summer,Sunny,No Occasion,0,440,12.81,173,135,69,63
2024-03-11,Monday,0,Summer,Sunny,No Occasion,1,427,10.21,122,139,33,133
2024-03-12,Tuesday,0,Summer,Sunny,No Occasion,0,352,10.34,125,128,45,54
2024-03-13,Wednesday,0,Summer,Sunny,No Occasion,0,318,8.41,68,89,88,73
2024-03-14,Thursday,0,Summer,Cloudy,No Occasion,0,273,6.86,97,54,51,71
2024-03-15,Friday,0,Summer,Cloudy,No Occasion,0,352,8.59,99,130,38,85
2024-03-16,Saturday,1,Summer,Cloudy,No Occasion,0,431,10.66,148,101,97,85
2024-03-17,Sunday,1,Summer,Sunny,No Occasion,0,453,10.08,155,120,87,91
2024-03-18,Monday,0,Summer,Cloudy,Festival,1,532,14.62,98,104,157,173
2024-03-19,Tuesday,0,Summer,Sunny,No Occasion,0,339,10.05,120,112,57,50
2024-03-20,Wednesday,0,Summer,Cloudy,No Occasion,0,286,5.76,99,85,34,68
2024-03-21,Thursday,0,Summer,Sunny,No Occasion,0,355,9.64,48,125,101,81
2024-03-22,Friday,0,Summer,Rainy,Local Event,0,310,7.41,105,115,28,62
2024-03-23,Saturday,1,Summer,Sunny,No Occasion,0,312,6.36,99,98,66,49
2024-03-24,Sunday,1,Summer,Rainy,Festival,1,365,8.53,83,113,110,59
2024-03-25,Monday,0,Summer,Sunny,No Occasion,0,347,8.11,128,105,94,20
2024-03-26,Tuesday,0,Summer,Cloudy,No Occasion,0,259,6.76,73,121,56,9
2024-03-27,Wednesday,0,Summer,Sunny,No Occasion,0,291,6.08,63,82,94,52
2024-03-28,Thursday,0,Summer,Sunny,No Occasion,0,348,7.76,67,124,86,71
2024-03-29,Friday,0,Summer,Sunny,No Occasion,0,341,9.1,101,133,85,22
2024-03-30,Saturday,1,Summer,Rainy,No Occasion,0,358,7.78,144,126,75,13
2024-03-31,Sunday,1,Summer,Cloudy,No Occasion,0,390,10.46,180,120,56,34
2024-04-01,Monday,0,Summer,Sunny,No Occasion,1,446,12.0,108,94,73,171
2024-04-02,Tuesday,0,Summer,Sunny,No Occasion,0,340,8.58,80,97,110,53
2024-04-03,Wednesday,0,Summer,Sunny,No Occasion,0,307,6.67,80,134,35,58
2024-04-04,Thursday,0,Summer,Sunny,No Occasion,0,274,5.49,103,78,10,83
2024-04-05,Friday,0,Summer,Cloudy,No Occasion,0,401,9.93,143,102,85,71
2024-04-06,Saturday,1,Summer,Rainy,No Occasion,0,248,5.28,94,98,46,10
2024-04-07,Sunday,1,Summer,Sunny,No Occasion,0,500,14.66,224,162,96,18
2024-04-08,Monday,0,Summer,Sunny,No Occasion,0,323,7.2,99,93,80,51
2024-04-09,Tuesday,0,Summer,Sunny,No Occasion,0,278,6.51,72,122,57,27
2024-04-10,Wednesday,0,Summer,Sunny,Local Event,0,360,9.6,115,151,47,47
2024-04-11,Thursday,0,Summer,Sunny,No Occasion,0,256,7.12,78,90,70,18
2024-04-12,Friday,0,Summer,Cloudy,No Occasion,0,319,6.97,107,90,53,69
2024-04-13,Saturday,1,Summer,Sunny,No Occasion,0,456,13.01,113,109,131,103
2024-04-14,Sunday,1,Summer,Sunny,No Occasion,0,367,10.77,147,140,14,66
2024-04-15,Monday,0,Summer,Rainy,No Occasion,0,188,5.23,46,66,38,38
2024-04-16,Tuesday,0,Summer,Cloudy,No Occasion,0,331,9.49,92,108,64,67
2024-04-17,Wednesday,0,Summer,Sunny,No Occasion,0,290,6.93,81,100,55,54
2024-04-18,Thursday,0,Summer,Cloudy,Festival,1,668,19.85,98,193,179,198
2024-04-19,Friday,0,Summer,Rainy,No Occasion,1,221,6.54,51,94,19,57
2024-04-20,Saturday,1,Summer,Sunny,No Occasion,0,407,8.98,91,146,125,45
2024-04-21,Sunday,1,Summer,Sunny,Local Event,1,371,9.67,150,85,58,78
2024-04-22,Monday,0,Summer,Sunny,No Occasion,0,283,8.18,127,73,72,11
2024-04-23,Tuesday,0,Summer,Cloudy,No Occasion,0,413,11.13,80,189,62,82
2024-04-24,Wednesday,0,Summer,Sunny,No Occasion,0,154,3.27,50,56,45,3
2024-04-25,Thursday,0,Summer,Sunny,No Occasion,0,390,9.29,156,72,84,78
2024-04-26,Friday,0,Summer,Sunny,No Occasion,0,371,7.44,110,136,38,87
2024-04-27,Saturday,1,Summer,Sunny,Local Event,1,462,11.6,127,92,99,144
2024-04-28,Sunday,1,Summer,Sunny,No Occasion,0,474,11.15,188,134,125,27
2024-04-29,Monday,0,Summer,Cloudy,No Occasion,0,291,6.12,77,102,72,40
2024-04-30,Tuesday,0,Summer,Rainy,Festival,1,315,8.4,67,82,99,67
2024-05-01,Wednesday,0,Summer,Sunny,No Occasion,0,357,8.38,127,86,81,63
2024-05-02,Thursday,0,Summer,Sunny,No Occasion,0,277,7.97,106,90,45,36
2024-05-03,Friday,0,Summer,Cloudy,Festival,1,538,15.09,68,151,109,210
2024-05-04,Saturday,1,Summer,Sunny,No Occasion,0,375,8.29,108,115,94,58
2024-05-05,Sunday,1,Summer,Sunny,Local Event,0,352,9.25,108,118,57,69
2024-05-06,Monday,0,Summer,Rainy,No Occasion,0,211,5.59,109,66,32,4
2024-05-07,Tuesday,0,Summer,Cloudy,No Occasion,0,300,8.19,70,95,87,48
2024-05-08,Wednesday,0,Summer,Cloudy,No Occasion,0,294,7.46,84,137,65,8
2024-05-09,Thursday,0,Summer,Sunny,No Occasion,0,335,7.91,76,113,58,88
2024-05-10,Friday,0,Summer,Rainy,No Occasion,0,254,7.62,70,115,49,20
2024-05-11,Saturday,1,Summer,Cloudy,No Occasion,0,440,10.58,154,131,113,42
2024-05-12,Sunday,1,Summer,Cloudy,No Occasion,0,460,11.75,146,108,126,80
2024-05-13,Monday,0,Summer,Rainy,No Occasion,0,339,8.54,107,158,8,66
2024-05-14,Tuesday,0,Summer,Sunny,No Occasion,0,259,6.84,65,100,40,54
2024-05-15,Wednesday,0,Summer,Rainy,Local Event,0,258,6.97,86,101,47,24
2024-05-16,Thursday,0,Summer,Cloudy,Festival,1,503,11.81,98,154,72,179
2024-05-17,Friday,0,Summer,Sunny,No Occasion,0,255,6.78,100,77,44,34
2024-05-18,Saturday,1,Summer,Sunny,Festival,1,709,18.58,190,142,131,246
2024-05-19,Sunday,1,Summer,Sunny,No Occasion,0,365,9.51,106,77,75,107
2024-05-20,Monday,0,Summer,Cloudy,No Occasion,0,323,7.45,75,131,30,87
2024-05-21,Tuesday,0,Summer,Sunny,Festival,1,672,13.87,107,120,145,300
2024-05-22,Wednesday,0,Summer,Sunny,No Occasion,0,344,9.24,91,67,86,100
2024-05-23,Thursday,0,Summer,Sunny,Local Event,1,441,13.19,103,107,87,144
2024-05-24,Friday,0,Summer,Sunny,No Occasion,0,369,7.44,108,178,60,23
2024-05-25,Saturday,1,Summer,Sunny,No Occasion,0,360,9.1,91,153,35,81
2024-05-26,Sunday,1,Summer,Sunny,Local Event,0,391,8.29,136,87,79,89
2024-05-27,Monday,0,Summer,Cloudy,No Occasion,0,283,7.21,95,81,73,34
2024-05-28,Tuesday,0,Summer,Sunny,No Occasion,0,253,5.5,87,84,47,35
2024-05-29,Wednesday,0,Summer,Sunny,Local Event,1,390,8.16,109,153,56,72
2024-05-30,Thursday,0,Summer,Sunny,No Occasion,0,316,6.73,122,78,50,66
2024-05-31,Friday,0,Summer,Cloudy,No Occasion,0,256,5.26,65,93,36,62
2024-06-01,Saturday,1,Monsoon,Heavy Rain,No Occasion,1,313,9.15,124,94,55,40
2024-06-02,Sunday,1,Monsoon,Sunny,Festival,1,714,14.5,232,124,174,184
2024-06-03,Monday,0,Monsoon,Heavy Rain,No Occasion,1,193,5.76,62,70,41,20
2024-06-04,Tuesday,0,Monsoon,Heavy Rain,No Occasion,1,144,4.25,48,45,15,36
2024-06-05,Wednesday,0,Monsoon,Rainy,No Occasion,0,295,7.5,105,112,28,50
2024-06-06,Thursday,0,Monsoon,Heavy Rain,No Occasion,0,263,6.88,67,103,46,47
2024-06-07,Friday,0,Monsoon,Heavy Rain,Local Event,0,241,7.1,42,130,40,29
2024-06-08,Saturday,1,Monsoon,Rainy,No Occasion,0,318,9.43,115,89,47,67
2024-06-09,Sunday,1,Monsoon,Rainy,No Occasion,0,342,8.03,97,146,71,28
2024-06-10,Monday,0,Monsoon,Rainy,No Occasion,0,194,3.96,61,67,56,10
2024-06-11,Tuesday,0,Monsoon,Rainy,No Occasion,0,232,4.93,89,71,37,35
2024-06-12,Wednesday,0,Monsoon,Cloudy,Local Event,0,334,7.61,119,128,73,14
2024-06-13,Thursday,0,Monsoon,Cloudy,No Occasion,0,288,7.04,99,70,47,72
2024-06-14,Friday,0,Monsoon,Sunny,No Occasion,0,335,9.07,114,87,62,72
2024-06-15,Saturday,1,Monsoon,Sunny,No Occasion,0,500,11.27,156,128,77,139
2024-06-16,Sunday,1,Monsoon,Rainy,No Occasion,1,189,5.0,60,46,28,55
2024-06-17,Monday,0,Monsoon,Rainy,No Occasion,0,342,8.17,119,110,43,70
2024-06-18,Tuesday,0,Monsoon,Cloudy,No Occasion,0,340,9.5,119,109,58,54
2024-06-19,Wednesday,0,Monsoon,Rainy,No Occasion,0,267,7.79,92,94,76,5
2024-06-20,Thursday,0,Monsoon,Rainy,Festival,1,351,7.99,97,67,116,71
2024-06-21,Friday,0,Monsoon,Cloudy,No Occasion,1,359,10.62,81,56,83,139
2024-06-22,Saturday,1,Monsoon,Rainy,No Occasion,0,280,5.62,119,116,22,23
2024-06-23,Sunday,1,Monsoon,Rainy,Festival,1,535,12.74,122,122,159,132
2024-06-24,Monday,0,Monsoon,Rainy,Festival,1,271,8.11,73,96,46,56
2024-06-25,Tuesday,0,Monsoon,Sunny,Local Event,1,434,12.55,150,115,73,96
2024-06-26,Wednesday,0,Monsoon,Cloudy,No Occasion,0,208,5.42,50,65,52,41
2024-06-27,Thursday,0,Monsoon,Heavy Rain,Local Event,1,246,5.2,62,88,56,40
2024-06-28,Friday,0,Monsoon,Heavy Rain,No Occasion,0,277,5.95,78,64,92,43
2024-06-29,Saturday,1,Monsoon,Rainy,No Occasion,0,363,7.85,129,100,83,51
2024-06-30,Sunday,1,Monsoon,Cloudy,No Occasion,0,412,9.56,143,121,97,51
2024-07-01,Monday,0,Monsoon,Sunny,No Occasion,0,394,8.06,149,61,70,114
2024-07-02,Tuesday,0,Monsoon,Sunny,Local Event,0,332,9.88,115,82,91,44
2024-07-03,Wednesday,0,Monsoon,Rainy,No Occasion,0,158,3.24,68,49,34,7
2024-07-04,Thursday,0,Monsoon,Rainy,No Occasion,0,162,4.59,62,49,30,21
2024-07-05,Friday,0,Monsoon,Rainy,No Occasion,0,190,5.47,78,63,12,37
2024-07-06,Saturday,1,Monsoon,Cloudy,No Occasion,0,451,12.19,183,106,76,86
2024-07-07,Sunday,1,Monsoon,Rainy,No Occasion,0,367,10.07,133,154,70,10
2024-07-08,Monday,0,Monsoon,Rainy,No Occasion,0,273,7.78,115,90,64,4
2024-07-09,Tuesday,0,Monsoon,Sunny,No Occasion,0,323,9.68,104,56,130,33
2024-07-10,Wednesday,0,Monsoon,Rainy,Festival,1,429,9.77,111,111,74,133
2024-07-11,Thursday,0,Monsoon,Rainy,No Occasion,0,236,6.25,76,93,41,26
2024-07-12,Friday,0,Monsoon,Rainy,No Occasion,0,303,8.64,88,122,69,24
2024-07-13,Saturday,1,Monsoon,Rainy,No Occasion,0,369,10.98,112,124,88,45
2024-07-14,Sunday,1,Monsoon,Rainy,No Occasion,0,373,11.06,136,130,74,33
2024-07-15,Monday,0,Monsoon,Sunny,No Occasion,0,428,8.79,276,78,63,11
2024-07-16,Tuesday,0,Monsoon,Cloudy,No Occasion,0,220,6.26,63,39,69,49
2024-07-17,Wednesday,0,Monsoon,Sunny,Local Event,1,373,8.69,62,97,86,128
2024-07-18,Thursday,0,Monsoon,Rainy,No Occasion,0,333,8.51,130,88,109,6
2024-07-19,Friday,0,Monsoon,Sunny,No Occasion,0,277,7.56,91,48,72,66
2024-07-20,Saturday,1,Monsoon,Rainy,Festival,1,486,14.35,121,124,140,101
2024-07-21,Sunday,1,Monsoon,Rainy,No Occasion,0,378,10.56,72,170,74,62
2024-07-22,Monday,0,Monsoon,Rainy,Festival,1,351,8.95,90,76,75,110
2024-07-23,Tuesday,0,Monsoon,Cloudy,No Occasion,0,276,7.81,87,89,45,55
2024-07-24,Wednesday,0,Monsoon,Heavy Rain,No Occasion,0,274,6.53,102,103,60,9
2024-07-25,Thursday,0,Monsoon,Heavy Rain,No Occasion,1,206,6.03,61,66,41,38
2024-07-26,Friday,0,Monsoon,Rainy,No Occasion,0,341,7.76,133,139,60,9
2024-07-27,Saturday,1,Monsoon,Rainy,No Occasion,0,435,9.64,104,144,117,70
2024-07-28,Sunday,1,Monsoon,Rainy,No Occasion,0,355,10.15,93,136,69,57
2024-07-29,Monday,0,Monsoon,Rainy,No Occasion,0,247,6.45,89,98,58,2
2024-07-30,Tuesday,0,Monsoon,Sunny,No Occasion,0,237,6.65,103,61,13,60
2024-07-31,Wednesday,0,Monsoon,Cloudy,Festival,1,539,15.9,97,75,175,192
2024-08-01,Thursday,0,Monsoon,Rainy,No Occasion,0,286,7.47,122,95,44,25
2024-08-02,Friday,0,Monsoon,Cloudy,No Occasion,0,348,8.59,73,121,90,64
2024-08-03,Saturday,1,Monsoon,Cloudy,No Occasion,0,390,10.56,151,98,70,71
2024-08-04,Sunday,1,Monsoon,Cloudy,No Occasion,0,315,7.79,107,86,83,39
2024-08-05,Monday,0,Monsoon,Cloudy,No Occasion,0,234,5.53,69,49,37,79
2024-08-06,Tuesday,0,Monsoon,Sunny,No Occasion,0,359,7.24,140,98,93,28
2024-08-07,Wednesday,0,Monsoon,Rainy,No Occasion,0,237,5.87,48,79,77,33
2024-08-08,Thursday,0,Monsoon,Rainy,Local Event,1,268,7.89,45,135,61,27
2024-08-09,Friday,0,Monsoon,Sunny,No Occasion,0,348,8.61,121,117,53,57
2024-08-10,Saturday,1,Monsoon,Heavy Rain,No Occasion,0,309,7.66,94,116,59,40
2024-08-11,Sunday,1,Monsoon,Cloudy,Festival,1,677,15.46,168,136,158,215
2024-08-12,Monday,0,Monsoon,Sunny,No Occasion,0,333,9.14,117,113,40,63
2024-08-13,Tuesday,0,Monsoon,Rainy,No Occasion,0,340,8.31,130,119,67,24
2024-08-14,Wednesday,0,Monsoon,Cloudy,Festival,1,680,18.85,151,163,169,197
2024-08-15,Thursday,0,Monsoon,Cloudy,No Occasion,0,217,4.58,79,51,57,30
2024-08-16,Friday,0,Monsoon,Sunny,No Occasion,0,338,9.9,116,23,100,99
2024-08-17,Saturday,1,Monsoon,Cloudy,No Occasion,0,390,8.41,99,78,102,111
2024-08-18,Sunday,1,Monsoon,Cloudy,No Occasion,0,444,12.23,156,113,65,110
2024-08-19,Monday,0,Monsoon,Cloudy,No Occasion,0,336,8.47,115,89,44,88
2024-08-20,Tuesday,0,Monsoon,Sunny,Festival,1,542,14.81,118,141,110,173
2024-08-21,Wednesday,0,Monsoon,Rainy,No Occasion,1,219,6.2,46,76,51,46
2024-08-22,Thursday,0,Monsoon,Rainy,No Occasion,1,219,5.47,69,61,44,45
2024-08-23,Friday,0,Monsoon,Rainy,No Occasion,0,241,5.6,67,119,54,1
2024-08-24,Saturday,1,Monsoon,Heavy Rain,No Occasion,0,365,7.47,138,122,55,50
2024-08-25,Sunday,1,Monsoon,Rainy,No Occasion,0,311,9.31,111,122,71,7
2024-08-26,Monday,0,Monsoon,Rainy,Festival,1,397,10.11,98,71,123,105
2024-08-27,Tuesday,0,Monsoon,Cloudy,No Occasion,0,310,6.54,98,112,16,84
2024-08-28,Wednesday,0,Monsoon,Rainy,Festival,1,407,8.69,83,132,81,111
2024-08-29,Thursday,0,Monsoon,Sunny,No Occasion,0,323,8.81,96,104,50,73
2024-08-30,Friday,0,Monsoon,Cloudy,No Occasion,0,363,9.26,127,63,60,113
2024-08-31,Saturday,1,Monsoon,Cloudy,No Occasion,0,358,9.73,167,63,71,57
2024-09-01,Sunday,1,Monsoon,Rainy,No Occasion,0,419,8.39,191,149,65,14
2024-09-02,Monday,0,Monsoon,Rainy,No Occasion,0,241,7.11,98,89,45,9
2024-09-03,Tuesday,0,Monsoon,Rainy,No Occasion,0,280,6.81,104,79,72,25
2024-09-04,Wednesday,0,Monsoon,Rainy,No Occasion,0,250,5.84,79,96,73,2
2024-09-05,Thursday,0,Monsoon,Heavy Rain,No Occasion,0,177,4.4,70,78,25,4
2024-09-06,Friday,0,Monsoon,Cloudy,No Occasion,0,362,10.64,167,85,93,17
2024-09-07,Saturday,1,Monsoon,Rainy,No Occasion,0,436,12.17,160,185,86,5
2024-09-08,Sunday,1,Monsoon,Sunny,No Occasion,0,467,11.89,113,104,112,138
2024-09-09,Monday,0,Monsoon,Heavy Rain,Local Event,1,191,4.97,64,56,23,48
2024-09-10,Tuesday,0,Monsoon,Sunny,No Occasion,1,381,10.28,95,108,71,107
2024-09-11,Wednesday,0,Monsoon,Rainy,Local Event,0,352,7.05,126,119,16,91
2024-09-12,Thursday,0,Monsoon,Rainy,No Occasion,0,80,2.08,29,30,13,8
2024-09-13,Friday,0,Monsoon,Rainy,No Occasion,0,297,8.89,83,114,45,55
2024-09-14,Saturday,1,Monsoon,Cloudy,Local Event,1,518,13.32,158,143,55,162
2024-09-15,Sunday,1,Monsoon,Rainy,No Occasion,0,424,11.63,137,109,128,50
2024-09-16,Monday,0,Monsoon,Rainy,Festival,1,348,9.57,103,74,45,126
2024-09-17,Tuesday,0,Monsoon,Heavy Rain,No Occasion,0,259,7.41,75,109,74,1
2024-09-18,Wednesday,0,Monsoon,Rainy,No Occasion,0,196,3.94,82,91,4,19
2024-09-19,Thursday,0,Monsoon,Rainy,No Occasion,0,304,6.31,65,120,53,66
2024-09-20,Friday,0,Monsoon,Rainy,No Occasion,0,231,6.24,72,95,36,28
2024-09-21,Saturday,1,Monsoon,Rainy,No Occasion,0,382,8.53,118,132,107,25
2024-09-22,Sunday,1,Monsoon,Cloudy,Festival,0,616,17.15,197,63,227,129
2024-09-23,Monday,0,Monsoon,Rainy,Festival,1,397,11.63,67,113,98,119
2024-09-24,Tuesday,0,Monsoon,Sunny,No Occasion,0,161,3.79,36,48,48,29
2024-09-25,Wednesday,0,Monsoon,Cloudy,Festival,1,577,15.13,157,147,82,191
2024-09-26,Thursday,0,Monsoon,Cloudy,No Occasion,0,273,7.59,106,46,67,54
2024-09-27,Friday,0,Monsoon,Rainy,No Occasion,0,197,5.41,59,80,25,33
2024-09-28,Saturday,1,Monsoon,Rainy,Local Event,1,300,7.33,102,86,66,46
2024-09-29,Sunday,1,Monsoon,Rainy,Local Event,1,344,8.61,93,114,99,38
2024-09-30,Monday,0,Monsoon,Cloudy,Local Event,1,410,9.06,144,54,99,113
2024-10-01,Tuesday,0,Autumn,Rainy,No Occasion,0,259,6.94,80,84,47,48
2024-10-02,Wednesday,0,Autumn,Sunny,Local Event,0,329,8.84,145,93,35,56
2024-10-03,Thursday,0,Autumn,Cloudy,No Occasion,0,412,11.2,148,108,108,48
2024-10-04,Friday,0,Autumn,Cloudy,No Occasion,0,308,8.88,153,87,62,6
2024-10-05,Saturday,1,Autumn,Sunny,No Occasion,0,404,8.92,181,125,34,64
2024-10-06,Sunday,1,Autumn,Rainy,Local Event,0,440,11.08,169,157,97,17
2024-10-07,Monday,0,Autumn,Cloudy,No Occasion,0,141,3.44,40,59,38,4
2024-10-08,Tuesday,0,Autumn,Sunny,No Occasion,0,282,8.43,78,120,51,33
2024-10-09,Wednesday,0,Autumn,Rainy,No Occasion,0,195,4.88,82,65,44,4
2024-10-10,Thursday,0,Autumn,Sunny,No Occasion,0,270,7.95,99,87,46,38
2024-10-11,Friday,0,Autumn,Sunny,No Occasion,0,317,8.85,81,67,104,65
2024-10-12,Saturday,1,Autumn,Rainy,No Occasion,0,382,9.92,147,97,109,29
2024-10-13,Sunday,1,Autumn,Sunny,Festival,1,754,15.92,236,143,183,192
2024-10-14,Monday,0,Autumn,Sunny,No Occasion,0,244,6.2,65,82,74,23
2024-10-15,Tuesday,0,Autumn,Sunny,No Occasion,0,293,7.79,108,45,44,96
2024-10-16,Wednesday,0,Autumn,Sunny,No Occasion,0,274,5.96,120,70,61,23
2024-10-17,Thursday,0,Autumn,Sunny,No Occasion,0,321,8.11,77,84,80,80
2024-10-18,Friday,0,Autumn,Sunny,No Occasion,0,257,7.05,79,45,95,38
2024-10-19,Saturday,1,Autumn,Rainy,No Occasion,0,305,7.42,113,109,67,16
2024-10-20,Sunday,1,Autumn,Sunny,Local Event,1,546,13.9,200,104,132,110
2024-10-21,Monday,0,Autumn,Rainy,Festival,1,361,10.15,82,74,95,110
2024-10-22,Tuesday,0,Autumn,Sunny,Festival,1,599,17.69,140,140,107,212
2024-10-23,Wednesday,0,Autumn,Rainy,No Occasion,0,228,5.88,49,88,87,4
2024-10-24,Thursday,0,Autumn,Cloudy,No Occasion,0,272,7.03,80,101,12,79
2024-10-25,Friday,0,Autumn,Cloudy,No Occasion,0,261,6.32,70,111,42,38
2024-10-26,Saturday,1,Autumn,Cloudy,No Occasion,0,374,10.92,115,88,111,60
2024-10-27,Sunday,1,Autumn,Rainy,No Occasion,0,364,8.86,134,102,110,18
2024-10-28,Monday,0,Autumn,Sunny,No Occasion,0,287,5.99,88,74,68,57
2024-10-29,Tuesday,0,Autumn,Rainy,No Occasion,0,242,6.16,56,76,80,30
2024-10-30,Wednesday,0,Autumn,Sunny,No Occasion,0,268,7.61,129,57,16,66
2024-10-31,Thursday,0,Autumn,Rainy,No Occasion,0,238,5.52,51,104,66,17
2024-11-01,Friday,0,Autumn,Sunny,Local Event,0,360,7.66,144,92,38,86
2024-11-02,Saturday,1,Autumn,Sunny,No Occasion,0,350,7.35,154,74,50,72
2024-11-03,Sunday,1,Autumn,Sunny,No Occasion,0,494,10.35,185,111,135,63
2024-11-04,Monday,0,Autumn,Cloudy,Festival,1,524,11.83,118,96,151,159
2024-11-05,Tuesday,0,Autumn,Cloudy,No Occasion,0,317,8.15,97,90,65,65
2024-11-06,Wednesday,0,Autumn,Rainy,No Occasion,0,233,5.14,65,113,44,11
2024-11-07,Thursday,0,Autumn,Sunny,No Occasion,0,283,5.9,73,73,87,50
2024-11-08,Friday,0,Autumn,Cloudy,No Occasion,0,283,6.36,76,72,78,57
2024-11-09,Saturday,1,Autumn,Cloudy,No Occasion,0,414,9.59,203,116,88,7
2024-11-10,Sunday,1,Autumn,Sunny,No Occasion,0,416,12.16,148,114,116,38
2024-11-11,Monday,0,Autumn,Sunny,No Occasion,0,255,5.55,74,91,33,57
2024-11-12,Tuesday,0,Autumn,Sunny,No Occasion,0,282,7.94,62,100,52,68
2024-11-13,Wednesday,0,Autumn,Cloudy,No Occasion,0,377,9.19,51,140,88,98
2024-11-14,Thursday,0,Autumn,Sunny,No Occasion,0,274,6.46,81,98,54,41
2024-11-15,Friday,0,Autumn,Cloudy,No Occasion,0,281,6.84,128,47,50,56
2024-11-16,Saturday,1,Autumn,Sunny,No Occasion,0,400,8.98,147,75,107,71
2024-11-17,Sunday,1,Autumn,Cloudy,No Occasion,0,480,11.56,139,149,132,60
2024-11-18,Monday,0,Autumn,Sunny,No Occasion,0,355,7.94,121,159,33,42
2024-11-19,Tuesday,0,Autumn,Cloudy,No Occasion,0,353,8.49,119,121,20,93
2024-11-20,Wednesday,0,Autumn,Cloudy,No Occasion,0,310,7.65,96,82,83,49
